 	Label	Area	Mean	Mode	Min	Max	IntDen	Median	Skew	Kurt	RawIntDen	Group
497	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0003-0080	0.429	3504.622	1837	1761	13251	1504.655	3026	2.330	6.846	1447409.000	2
498	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0004-0116	0.692	3033.506	2916	1763	7610	2100.220	2681	1.499	2.091	2020315.000	2
499	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0005-0114	0.198	3796.421	2195	1767	6561	749.849	3721	0.240	-1.021	721320.000	2
500	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0006-0145	0.224	2986.326	1777	1772	6469	667.454	2638	1.068	0.324	642060.000	2
501	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0007-0198	0.156	3161.847	2814	1762	6337	493.035	2814	0.834	-0.175	474277.000	2
502	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0008-0198	0.263	3473.063	2025	1326	9680	913.438	3085	1.333	2.161	878685.000	2
503	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0009-0217	0.198	3572.079	1827	1770	8688	705.538	2782	1.274	0.429	678695.000	2
504	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0010-0226	0.107	3710.175	1771	1771	6862	397.262	3500	0.500	-0.650	382148.000	2
505	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0011-0258	0.272	3870.145	2098	1760	9655	1054.082	3538	0.930	0.475	1013978.000	2
506	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0012-0273	0.413	3788.746	1764	1761	10092	1563.621	3359	1.108	0.827	1504132.000	2
507	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0013-0285	0.504	3131.604	2721	1767	7832	1578.899	2891	1.177	1.588	1518828.000	2
508	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0014-0281	0.131	4662.548	1740	1740	11160	610.716	3693	0.863	-0.415	587481.000	2
509	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0015-0305	0.498	3092.532	1765	1765	7939	1539.910	2776	1.502	2.387	1481323.000	2
510	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0016-0377	0.506	4211.593	2012	1768	19515	2132.166	3650	2.615	9.378	2051046.000	2
511	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0017-0374	0.238	4150.769	3264	1791	7357	988.120	3806	0.426	-1.000	950526.000	2
512	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0018-0392	0.142	2953.000	1931	1763	6288	420.562	2647	1.352	1.419	404561.000	2
513	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0019-0434	0.198	2890.695	2448	1760	5474	570.955	2699	0.953	0.420	549232.000	2
514	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0020-0436	0.214	3185.476	2233	1765	6978	682.161	2697	1.204	0.422	656208.000	2
515	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0021-0456	1.541	4556.967	1794	1763	14589	7020.528	4018	1.102	1.064	6753425.000	2
516	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0022-0470	0.181	3068.172	2047	1763	6442	554.977	2732	1.055	0.099	533862.000	2
517	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0023-0470	0.121	3001.181	2852	1785	5385	361.906	2833	0.704	-0.148	348137.000	2
518	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0024-0500	1.433	4010.787	1862	1760	11988	5745.455	3568	1.181	1.483	5526864.000	2
519	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0025-0510	0.266	3186.480	3128	1764	8065	848.002	2977	1.340	2.282	815739.000	2
520	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0001-0017	0.105	3447.089	1864	1625	6446	361.926	3280	0.325	-1.024	348156.000	2
521	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0002-0048	1.060	3557.932	1621	1608	11870	3772.624	3161	1.550	2.902	3629091.000	2
522	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0003-0069	0.129	2732.629	1671	1608	6698	352.248	2279	1.491	1.676	338846.000	2
523	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0004-0076	0.122	3229.368	1610	1610	6258	392.780	2939	0.621	-0.883	377836.000	2
524	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0005-0093	0.189	2463.000	1762	1630	5522	465.995	2231	1.735	2.712	448266.000	2
525	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0006-0104	0.286	3159.996	1781	1609	8798	903.369	2733	1.662	2.774	868999.000	2
526	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0007-0102	0.142	2644.423	1885	1609	5627	376.615	2427	1.230	1.293	362286.000	2
527	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0008-0144	0.120	2888.165	1768	1619	4915	345.275	2798	0.487	-0.804	332139.000	2
528	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0009-0163	0.897	3596.775	1651	1607	10199	3226.783	3231	1.175	1.398	3104017.000	2
529	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0010-0161	0.804	3141.772	2005	1610	8639	2524.642	2792	1.596	2.566	2428590.000	2
530	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0011-0173	0.401	2765.780	1623	1615	6431	1109.815	2545	1.306	1.500	1067591.000	2
531	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0012-0191	1.069	3559.715	1767	1609	9923	3804.118	3374	1.076	1.801	3659387.000	2
532	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0013-0235	0.454	3749.886	1644	1617	9809	1703.512	3264	0.990	0.343	1638700.000	2
533	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0014-0315	0.833	3252.049	1713	1608	8913	2707.916	2892	1.239	1.399	2604891.000	2
534	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0015-0305	0.122	2089.709	1637	1583	3706	254.166	1908	1.530	1.778	244496.000	2
535	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0016-0327	0.271	3135.333	2383	1611	6063	850.687	2859	0.614	-0.633	818322.000	2
536	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0017-0351	0.625	3256.037	1943	1608	8856	2034.274	2858	1.265	1.268	1956878.000	2
537	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0018-0383	0.552	3514.217	1730	1607	10290	1939.853	3126	1.102	1.429	1866049.000	2
538	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0019-0422	0.396	3571.617	1620	1612	10510	1414.606	3201	1.365	2.410	1360786.000	2
539	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0020-0424	0.102	3004.173	1782	1622	8549	306.053	2444	1.894	2.821	294409.000	2
540	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0021-0465	0.115	2618.432	2589	1610	4362	302.141	2444	0.560	-0.790	290646.000	2
541	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0022-0480	0.119	3304.281	1695	1609	7038	391.586	2998	0.783	-0.086	376688.000	2
542	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0023-0484	0.144	2197.576	1834	1607	3584	317.544	1993	0.810	-0.404	305463.000	2
543	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0024-0525	0.252	3639.872	2079	1611	7137	915.687	3468	0.436	-0.847	880849.000	2
544	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0025-0561	0.268	2530.027	1617	1608	4917	678.564	2350	0.832	0.087	652747.000	2
545	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0026-0575	0.172	2562.188	1791	1539	4531	439.481	2415	0.706	-0.282	422761.000	2
546	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0027-0583	0.119	3649.605	2589	1624	8317	432.510	3228	0.984	0.506	416055.000	2
547	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0028-0643	0.114	2732.600	1820	1617	5472	312.474	2474	0.948	0.251	300586.000	2
548	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0029-0657	0.344	2867.556	2081	1581	7717	986.701	2627	1.404	2.580	949161.000	2
549	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0030-0653	0.235	2894.677	1734	1608	7538	680.071	2567	1.489	1.798	654197.000	2
550	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0031-0670	1.329	3170.800	1734	1608	11653	4212.554	2853	1.651	5.094	4052283.000	2
551	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0032-0679	0.189	2489.214	1745	1607	5988	470.955	2180	1.721	2.722	453037.000	2
552	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_1(18)-1.tif:0033-0762	0.109	3903.276	2716	1622	8068	426.054	3398	0.652	-0.676	409844.000	2
553	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0001-0017	0.122	2769.043	1834	1782	5062	336.792	2570	0.956	0.118	323978.000	2
554	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0002-0065	0.281	3324.607	1798	1790	6041	933.146	3091	0.527	-0.762	897644.000	2
555	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0003-0102	0.175	2896.917	1866	1784	5077	505.931	2638	0.751	-0.401	486682.000	2
556	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0004-0104	0.105	3006.545	2122	1801	7159	315.671	2601	1.624	2.049	303661.000	2
557	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0005-0134	0.964	3527.694	1917	1783	9577	3399.510	3136	1.175	1.307	3270172.000	2
558	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0006-0136	0.286	3080.804	2391	942	7519	880.729	2926	1.357	2.715	847221.000	2
559	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0007-0162	0.526	3542.407	1797	1782	7180	1863.351	3369	0.556	-0.443	1792458.000	2
560	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0008-0160	0.116	2592.795	2017	1787	4168	301.878	2512	0.725	0.157	290393.000	2
561	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0009-0164	0.173	2635.108	2405	1816	4788	454.729	2518	1.093	1.412	437428.000	2
562	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0010-0182	0.280	3156.558	1846	1788	6408	882.697	2872	0.909	-0.030	849114.000	2
563	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0011-0213	0.809	3558.744	1904	1784	8402	2878.207	3143	0.774	-0.301	2768703.000	2
564	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0012-0217	0.930	3426.933	2329	1784	11231	3188.411	3179	1.603	4.459	3067105.000	2
565	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0013-0231	0.160	2762.844	1824	1791	4555	442.306	2638	0.636	-0.401	425478.000	2
566	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0014-0240	0.469	3570.463	1870	1786	7740	1673.967	3259	0.965	0.369	1610279.000	2
567	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0015-0269	0.196	2992.291	2473	1787	6819	587.911	2666	1.245	1.142	565543.000	2
568	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0016-0273	0.219	3369.664	1937	1790	6264	739.120	3376	0.384	-0.357	710999.000	2
569	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0017-0294	0.485	4087.760	1982	1789	9807	1984.486	3750	0.890	0.411	1908984.000	2
570	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0018-0298	0.138	2735.068	1975	1795	5559	378.151	2440	1.273	1.230	363764.000	2
571	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0019-0315	0.586	3128.200	1986	1781	7078	1834.084	2899	1.070	0.839	1764305.000	2
572	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0020-0311	0.109	2888.838	1863	1784	6244	315.325	2566	1.408	1.333	303328.000	2
573	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0021-0322	0.399	4714.940	1866	1782	11357	1882.145	4840	0.416	-0.123	1810537.000	2
574	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0022-0388	0.578	3816.495	3681	1781	7516	2205.896	3702	0.325	-0.758	2121971.000	2
575	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0023-0384	0.614	3354.398	2970	1786	6651	2060.856	3195	0.568	-0.234	1982449.000	2
576	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0024-0414	0.861	3417.245	1979	1786	10509	2941.387	3062	1.420	2.595	2829479.000	2
577	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0025-0412	0.604	2986.422	2336	1783	7769	1803.736	2663	1.519	2.341	1735111.000	2
578	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0026-0408	0.240	3186.762	1976	1795	6263	765.257	2908	0.811	-0.146	736142.000	2
579	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_2(18)-1.tif:0027-0458	0.165	3044.013	1949	1797	6195	503.140	2823	1.214	1.325	483998.000	2
580	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0001-0056	0.377	4840.824	4836	2858	10922	1826.718	4574	1.303	1.837	1757219.000	2
581	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0002-0064	0.599	6564.934	3103	2869	23507	3930.959	6027	1.874	5.392	3781402.000	2
582	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0003-0061	0.297	6200.836	2873	2873	14017	1843.580	5783	0.741	0.010	1773439.000	2
583	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0004-0064	0.131	6165.984	3179	2884	14878	807.641	5482	1.056	0.656	776914.000	2
584	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0005-0095	0.735	6793.956	2992	2858	16096	4993.302	6371	0.700	-0.036	4803327.000	2
585	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0006-0087	0.126	5361.413	3662	2937	10063	674.389	5030	0.575	-0.714	648731.000	2
586	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0007-0094	0.137	4162.303	3119	2861	8046	571.154	3915	1.137	0.698	549424.000	2
587	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0008-0109	0.102	4591.878	4833	2940	9225	467.802	4374	1.221	1.715	450004.000	2
588	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0009-0115	0.101	5117.144	3392	2864	12833	515.995	4464	1.593	2.156	496363.000	2
589	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0010-0120	0.246	4484.675	2976	2858	8696	1104.905	4288	0.989	0.681	1062868.000	2
590	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0011-0116	0.110	5663.774	3015	3015	12346	624.105	5319	0.929	0.429	600360.000	2
591	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0012-0134	0.884	6416.282	3655	2858	16355	5669.543	5653	0.993	0.384	5453840.000	2
592	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0013-0133	0.363	5979.430	3777	2873	16039	2169.356	5026	1.456	1.916	2086821.000	2
593	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0014-0137	0.144	3968.029	2967	2860	7348	573.370	3832	1.190	1.769	551556.000	2
594	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0015-0139	0.112	4444.713	4114	2862	8752	499.014	4091	1.217	0.769	480029.000	2
595	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0016-0142	0.390	7368.133	3274	2890	17257	2872.331	7355	0.438	0.237	2763050.000	2
596	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0017-0146	0.132	4956.126	3006	2860	9002	654.322	4662	0.747	-0.116	629428.000	2
597	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0018-0149	0.135	4584.831	3440	2863	9273	619.601	4095	1.132	0.603	596028.000	2
598	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0019-0155	0.229	4918.564	2969	2876	8557	1124.881	4866	0.411	-0.510	1082084.000	2
599	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0020-0168	0.673	5075.844	3493	2876	13963	3413.958	4601	1.610	3.205	3284071.000	2
600	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0021-0154	0.104	4019.370	2931	2893	6198	417.834	3805	0.571	-0.693	401937.000	2
601	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0022-0171	0.509	5675.690	2974	2859	13120	2891.082	5195	0.887	0.075	2781088.000	2
602	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0023-0177	0.119	4810.132	4326	2876	7137	570.043	4792	0.123	-1.137	548355.000	2
603	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0024-0196	1.299	5957.820	3023	2862	20016	7741.820	5097	1.599	3.191	7447275.000	2
604	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0025-0211	0.772	6410.668	4977	2872	15084	4951.511	6011	0.697	0.002	4763126.000	2
605	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0026-0219	0.297	4607.587	3121	2863	9371	1369.889	4177	1.005	0.325	1317770.000	2
606	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0027-0224	0.471	5402.773	5519	2874	12266	2544.255	5055	0.967	0.740	2447456.000	2
607	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0028-0237	0.573	5934.216	3340	2871	14078	3399.074	5419	0.979	0.490	3269753.000	2
608	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0029-0250	0.390	5043.373	2977	2864	11861	1966.066	4611	1.256	1.580	1891265.000	2
609	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0030-0245	0.278	5576.022	3245	2876	11432	1547.681	5197	0.767	0.042	1488798.000	2
610	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0031-0276	0.351	6512.476	3215	2872	15512	2288.277	5475	1.027	-0.003	2201217.000	2
611	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0032-0301	0.231	5933.739	4075	2894	12058	1369.390	5591	0.604	-0.505	1317290.000	2
612	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0033-0320	0.427	5963.942	5249	2861	15259	2548.126	5629	1.171	1.737	2451180.000	2
613	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0034-0333	0.212	7409.029	4463	2864	15776	1571.221	6675	0.665	-0.607	1511442.000	2
614	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0035-0345	0.339	5917.963	2910	2869	12763	2005.559	5638	0.490	-0.363	1929256.000	2
615	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0036-0352	0.817	6055.405	4414	2865	16625	4947.791	5707	1.023	1.280	4759548.000	2
616	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0037-0346	0.123	5017.568	4525	2882	9877	615.490	4337	0.848	-0.567	592073.000	2
617	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0038-0361	0.240	5942.472	3318	2893	15435	1427.003	5101	1.447	1.898	1372711.000	2
618	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0039-0364	0.105	3895.386	3174	2898	5743	408.995	3748	0.607	-0.631	393434.000	2
619	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0040-0378	0.160	3926.260	3101	2868	6177	628.558	3829	0.709	-0.162	604644.000	2
620	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0041-0377	0.238	4624.415	3282	2863	9594	1100.875	4368	0.922	0.285	1058991.000	2
621	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0042-0381	0.405	6376.744	5666	2877	16869	2585.290	5785	1.005	1.011	2486930.000	2
622	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0043-0375	0.104	4555.540	2943	2889	8376	473.571	4307	0.963	0.234	455554.000	2
623	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-03_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0044-0396	0.982	5609.650	3012	2869	16507	5510.782	4835	1.675	2.724	5301119.000	2
