 	Label	Area	Mean	Mode	Min	Max	IntDen	Median	Skew	Kurt	RawIntDen	Group
912	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0002-0065	0.288	3813.231	1950	1855	8111	1098.041	3379	0.787	-0.324	1056265.000	2
913	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0003-0077	0.304	4716.777	2914	1855	13357	1431.772	4205	0.948	0.418	1377299.000	2
914	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0004-0110	0.179	4219.913	3040	1855	9687	754.532	3632	1.083	0.358	725825.000	2
915	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0005-0137	0.239	4173.339	1927	1867	9369	997.831	3686	0.724	-0.521	959868.000	2
916	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0006-0142	0.217	4073.670	2151	1859	10205	885.070	3632	1.124	0.903	851397.000	2
917	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0007-0156	0.414	3918.608	1865	1865	11538	1621.290	3456	1.492	2.425	1559606.000	2
918	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0008-0162	0.141	3414.059	1858	1858	9803	482.676	2957	1.948	3.911	464312.000	2
919	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0009-0174	0.103	2843.475	2226	1884	4791	292.638	2701	0.865	-0.142	281504.000	2
920	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0010-0193	0.139	4755.724	4062	1858	10705	662.471	4062	0.797	-0.241	637267.000	2
921	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0011-0224	0.101	3815.557	2124	1878	13569	384.747	2916	2.105	4.018	370109.000	2
922	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0012-0232	0.122	4067.120	4213	1906	6690	494.673	4213	-0.009	-1.096	475853.000	2
923	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0013-0259	0.122	3445.120	3166	1857	7091	419.021	2878	0.784	-0.482	403079.000	2
924	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0014-0281	0.101	8671.546	2234	1869	47230	874.408	3058	1.903	2.556	841140.000	2
925	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0015-0290	0.287	3883.587	1860	1860	9023	1114.263	3569	1.276	1.176	1071870.000	2
926	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0016-0313	0.136	3549.733	1889	1889	8500	483.407	3240	1.319	1.763	465015.000	2
927	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0017-0315	0.119	3656.096	2477	1885	7520	433.280	3440	0.774	-0.158	416795.000	2
928	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0018-0324	0.253	3447.457	1995	1854	8473	870.865	3054	1.215	1.060	837732.000	2
929	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0019-0333	0.208	5383.020	1876	1866	13293	1119.184	4885	0.598	-0.559	1076604.000	2
930	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0020-0336	0.488	3201.367	2652	1322	7095	1560.824	2847	1.141	0.601	1501441.000	2
931	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0021-0353	0.220	3826.939	1861	1858	11113	843.399	3036	1.357	1.374	811311.000	2
932	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0022-0357	0.237	5308.904	2676	1864	13257	1258.303	4830	0.960	0.412	1210430.000	2
933	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0023-0387	0.226	4339.276	2366	1878	9945	978.865	4080	0.874	0.442	941623.000	2
934	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0024-0429	0.206	4555.444	2886	1852	12407	937.652	3886	1.148	0.570	901978.000	2
935	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0025-0433	0.102	3775.418	3424	1867	7001	384.624	3724	0.265	-0.395	369991.000	2
936	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0026-0446	0.179	3683.122	1883	1852	10688	658.552	3441	1.954	4.745	633497.000	2
937	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0027-0457	0.242	3658.494	2139	1853	9597	886.143	3189	1.354	1.406	852429.000	2
938	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0028-0469	0.509	4469.612	2392	1857	13568	2276.730	3926	1.304	1.391	2190110.000	2
939	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0029-0464	0.103	4442.343	2040	1876	13160	457.186	3436	1.607	2.152	439792.000	2
940	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0030-0477	0.164	5036.500	1913	1913	14303	827.240	3731	1.388	0.826	795767.000	2
941	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0031-0488	0.117	3294.009	1853	1853	7005	386.945	2861	1.004	0.136	372223.000	2
942	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-16_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0032-0498	0.316	5023.145	1982	1871	16663	1587.431	4225	1.573	2.649	1527036.000	2
