,Label,Area,Mean,Circ.,IntDen,Kurt,RawIntDen,AR,Round,tto,tto2,imgn,nucleon,roin
1370,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_21-1.tiff,5.683,72.531,0.000815,412.208,-1.087,396525,1.085,0.922,dox_sc,Dox-scramble,09,1,21
1371,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_22-1.tiff,2.534,90.788,0.000812,230.094,-1.638,221340,1.152,0.868,dox_sc,Dox-scramble,09,1,22
1372,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_23-1.tiff,3.005,64.919,0.00081,195.103,-0.73,187680,1.204,0.831,dox_sc,Dox-scramble,09,1,23
1373,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_24-1.tiff,7.74,75.103,0.000794,581.332,-1.187,559215,1.397,0.716,dox_sc,Dox-scramble,09,1,24
1374,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_25-1.tiff,4.391,82.525,0.000816,362.372,-1.432,348585,1.031,0.97,dox_sc,Dox-scramble,09,1,25
1375,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_26-1.tiff,2.9,101.452,0.000796,294.245,-1.826,283050,1.378,0.726,dox_sc,Dox-scramble,09,1,26
1376,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_27-1.tiff,3.135,105.348,0.000814,330.296,-1.875,317730,1.115,0.897,dox_sc,Dox-scramble,09,1,27
1377,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_28-1.tiff,2.541,98.286,0.000814,249.71,-1.778,240210,1.106,0.904,dox_sc,Dox-scramble,09,1,28
1378,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_29-1.tiff,3.9,99.431,0.00081,387.82,-1.796,373065,1.196,0.836,dox_sc,Dox-scramble,09,1,29
1379,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_3-1.tiff,4.781,89.103,0.000812,425.992,-1.601,409785,1.159,0.863,dox_sc,Dox-scramble,09,1,3
1380,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_30-1.tiff,8.046,82.167,0.000816,661.123,-1.421,635970,1.047,0.956,dox_sc,Dox-scramble,09,1,30
1381,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_31-1.tiff,4.661,73.873,0.000804,344.346,-1.14,331245,1.288,0.776,dox_sc,Dox-scramble,09,1,31
1382,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_32-1.tiff,2.975,95.781,0.000816,284.967,-1.736,274125,1.019,0.981,dox_sc,Dox-scramble,09,1,32
1383,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_33-1.tiff,2.651,93.2,0.000816,247.06,-1.688,237660,1.02,0.98,dox_sc,Dox-scramble,09,1,33
1384,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_34-1.tiff,2.439,74.022,0.000814,180.523,-1.146,173655,1.109,0.902,dox_sc,Dox-scramble,09,1,34
1385,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_35-1.tiff,2.445,80.338,0.000816,196.428,-1.366,188955,1.021,0.98,dox_sc,Dox-scramble,09,1,35
1386,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_36-1.tiff,2.802,100.581,0.000814,281.786,-1.813,271065,1.122,0.891,dox_sc,Dox-scramble,09,1,36
1387,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_37-1.tiff,2.343,78.966,0.000816,185.03,-1.322,177990,1.065,0.939,dox_sc,Dox-scramble,09,1,37
1388,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_38-1.tiff,2.7,76.392,0.000815,206.236,-1.234,198390,1.082,0.925,dox_sc,Dox-scramble,09,1,38
1389,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_39-1.tiff,3.747,85.472,0.000804,320.223,-1.512,308040,1.283,0.779,dox_sc,Dox-scramble,09,1,39
1390,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_4-1.tiff,2.969,109.375,0.000815,324.73,-1.917,312375,1.098,0.911,dox_sc,Dox-scramble,09,1,4
1391,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_40-1.tiff,5.308,66.871,0.000816,354.949,-0.831,341445,1.072,0.932,dox_sc,Dox-scramble,09,1,40
1392,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_41-1.tiff,3.792,100.238,0.000814,380.133,-1.808,365670,1.123,0.891,dox_sc,Dox-scramble,09,1,41
1393,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_42-1.tiff,2.687,123.406,0.000811,331.622,-1.996,319005,1.17,0.855,dox_sc,Dox-scramble,09,1,42
1394,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_43-1.tiff,2.736,58.034,0.00081,158.786,-0.311,152745,1.191,0.839,dox_sc,Dox-scramble,09,1,43
1395,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_44-1.tiff,3.189,102.565,0.000813,327.115,-1.841,314670,1.135,0.881,dox_sc,Dox-scramble,09,1,44
1396,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_45-1.tiff,3.067,69.153,0.000811,212.068,-0.94,204000,1.18,0.847,dox_sc,Dox-scramble,09,1,45
1397,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_46-1.tiff,2.526,100.321,0.00081,253.422,-1.81,243780,1.2,0.833,dox_sc,Dox-scramble,09,1,46
1398,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_47-1.tiff,2.916,107.909,0.000815,314.656,-1.903,302685,1.078,0.927,dox_sc,Dox-scramble,09,1,47
1399,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_5-1.tiff,2.595,98.996,0.000815,256.868,-1.79,247095,1.083,0.923,dox_sc,Dox-scramble,09,1,5
1400,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_6-1.tiff,3.817,61.736,0.000806,235.661,-0.55,226695,1.259,0.794,dox_sc,Dox-scramble,09,1,6
1401,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_7-1.tiff,6.025,100.179,0.000809,603.6,-1.807,580635,1.217,0.821,dox_sc,Dox-scramble,09,1,7
1402,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_8-1.tiff,2.811,96.285,0.000817,270.652,-1.745,260355,1.0,1.0,dox_sc,Dox-scramble,09,1,8
1403,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_9-1.tiff,2.547,84.827,0.000816,216.045,-1.495,207825,1.02,0.98,dox_sc,Dox-scramble,09,1,9
1404,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,3.056,117.439,0.000808,358.926,-1.975,345270,1.224,0.817,dox_sifak,Dox-siFAK,07,0,0
1405,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_1-1.tiff,3.075,70.172,0.000813,215.78,-0.986,207570,1.137,0.879,dox_sifak,Dox-siFAK,07,0,1
1406,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_10-1.tiff,3.181,89.917,0.000811,286.027,-1.619,275145,1.176,0.85,dox_sifak,Dox-siFAK,07,0,10
1407,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_11-1.tiff,2.969,64.911,0.000815,192.717,-0.73,185385,1.098,0.911,dox_sifak,Dox-siFAK,07,0,11
1408,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_12-1.tiff,2.245,98.34,0.000816,220.816,-1.779,212415,1.067,0.938,dox_sifak,Dox-siFAK,07,0,12
1409,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_13-1.tiff,6.484,75.392,0.000816,488.818,-1.198,470220,1.052,0.951,dox_sifak,Dox-siFAK,07,0,13
1410,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_14-1.tiff,4.798,87.468,0.000815,419.63,-1.563,403665,1.092,0.915,dox_sifak,Dox-siFAK,07,0,14
1411,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_15-1.tiff,5.302,68.0,0.000815,360.516,-0.886,346800,1.103,0.907,dox_sifak,Dox-siFAK,07,0,15
1412,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_16-1.tiff,2.736,87.39,0.00081,239.107,-1.561,230010,1.191,0.839,dox_sifak,Dox-siFAK,07,0,16
1413,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_17-1.tiff,2.859,67.691,0.000815,193.512,-0.871,186150,1.1,0.909,dox_sifak,Dox-siFAK,07,0,17
1414,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_18-1.tiff,2.547,86.596,0.000816,220.551,-1.541,212160,1.02,0.98,dox_sifak,Dox-siFAK,07,0,18
1415,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_19-1.tiff,3.293,75.663,0.000796,249.18,-1.208,239700,1.375,0.727,dox_sifak,Dox-siFAK,07,0,19
1416,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_2-1.tiff,3.119,84.32,0.00081,262.965,-1.482,252960,1.2,0.833,dox_sifak,Dox-siFAK,07,0,2
1417,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_20-1.tiff,2.757,77.692,0.000816,214.189,-1.28,206040,1.02,0.981,dox_sifak,Dox-siFAK,07,0,20
1418,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_21-1.tiff,3.932,54.344,0.000816,213.659,-0.037,205530,1.016,0.984,dox_sifak,Dox-siFAK,07,0,21
1419,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_22-1.tiff,6.421,97.88,0.000808,628.518,-1.772,604605,1.225,0.816,dox_sifak,Dox-siFAK,07,0,22
1420,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_23-1.tiff,2.811,118.447,0.000817,332.947,-1.98,320280,1.0,1.0,dox_sifak,Dox-siFAK,07,0,23
1421,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_24-1.tiff,5.487,94.453,0.000776,518.242,-1.712,498525,1.569,0.637,dox_sifak,Dox-siFAK,07,0,24
1422,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_25-1.tiff,4.834,66.081,0.000809,319.428,-0.791,307275,1.21,0.827,dox_sifak,Dox-siFAK,07,0,25
1423,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_26-1.tiff,3.496,78.555,0.000816,274.629,-1.309,264180,1.035,0.966,dox_sifak,Dox-siFAK,07,0,26
1424,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_27-1.tiff,2.637,75.485,0.000796,199.079,-1.201,191505,1.372,0.729,dox_sifak,Dox-siFAK,07,0,27
1425,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_28-1.tiff,3.144,92.168,0.000802,289.738,-1.667,278715,1.312,0.762,dox_sifak,Dox-siFAK,07,0,28
1426,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_29-1.tiff,3.543,76.47,0.000786,270.917,-1.237,260610,1.479,0.676,dox_sifak,Dox-siFAK,07,0,29
1427,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_3-1.tiff,3.9,107.451,0.00081,419.1,-1.899,403155,1.196,0.836,dox_sifak,Dox-siFAK,07,0,3
1428,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_30-1.tiff,3.618,86.905,0.000816,314.391,-1.549,302430,1.034,0.967,dox_sifak,Dox-siFAK,07,0,30
1429,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_31-1.tiff,4.99,78.359,0.0008,391.001,-1.302,376125,1.333,0.75,dox_sifak,Dox-siFAK,07,0,31
1430,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_32-1.tiff,4.322,69.607,0.000791,300.872,-0.961,289425,1.426,0.701,dox_sifak,Dox-siFAK,07,0,32
1431,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_33-1.tiff,2.638,66.714,0.000813,176.017,-0.823,169320,1.149,0.87,dox_sifak,Dox-siFAK,07,0,33
1432,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_34-1.tiff,3.705,59.958,0.000808,222.142,-0.44,213690,1.222,0.818,dox_sifak,Dox-siFAK,07,0,34
1433,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_35-1.tiff,4.784,73.807,0.000801,353.094,-1.138,339660,1.322,0.756,dox_sifak,Dox-siFAK,07,0,35
1434,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_36-1.tiff,4.122,68.622,0.000816,282.846,-0.916,272085,1.066,0.938,dox_sifak,Dox-siFAK,07,0,36
1435,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_37-1.tiff,2.479,76.233,0.000811,189.006,-1.229,181815,1.178,0.849,dox_sifak,Dox-siFAK,07,0,37
1436,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_38-1.tiff,3.557,58.198,0.000816,207.032,-0.323,199155,1.017,0.983,dox_sifak,Dox-siFAK,07,0,38
1437,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_39-1.tiff,2.703,77.579,0.000816,209.683,-1.276,201705,1.04,0.962,dox_sifak,Dox-siFAK,07,0,39
1438,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_4-1.tiff,2.9,110.866,0.000796,321.549,-1.931,309315,1.378,0.726,dox_sifak,Dox-siFAK,07,0,4
1439,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_40-1.tiff,3.726,83.956,0.000813,312.801,-1.472,300900,1.143,0.875,dox_sifak,Dox-siFAK,07,0,40
1440,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_41-1.tiff,3.368,89.25,0.000814,300.607,-1.604,289170,1.111,0.9,dox_sifak,Dox-siFAK,07,0,41
1441,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_42-1.tiff,3.259,73.368,0.000816,239.107,-1.12,230010,1.036,0.965,dox_sifak,Dox-siFAK,07,0,42
1442,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_43-1.tiff,2.495,85.0,0.000816,212.068,-1.5,204000,1.042,0.96,dox_sifak,Dox-siFAK,07,0,43
1443,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_44-1.tiff,2.916,62.091,0.000815,181.053,-0.571,174165,1.078,0.927,dox_sifak,Dox-siFAK,07,0,44
1444,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_45-1.tiff,2.369,85.485,0.000808,202.525,-1.513,194820,1.233,0.811,dox_sifak,Dox-siFAK,07,0,45
1445,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_46-1.tiff,3.107,48.372,0.000807,150.303,0.506,144585,1.245,0.803,dox_sifak,Dox-siFAK,07,0,46
1446,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_47-1.tiff,2.666,109.854,0.000805,292.919,-1.922,281775,1.267,0.789,dox_sifak,Dox-siFAK,07,0,47
1447,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_48-1.tiff,5.174,65.121,0.000806,336.924,-0.741,324105,1.254,0.797,dox_sifak,Dox-siFAK,07,0,48
1448,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_49-1.tiff,2.703,88.662,0.000816,239.637,-1.591,230520,1.04,0.962,dox_sifak,Dox-siFAK,07,0,49
1449,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_5-1.tiff,4.254,70.605,0.000816,300.342,-1.005,288915,1.065,0.939,dox_sifak,Dox-siFAK,07,0,5
1450,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_50-1.tiff,5.302,74.55,0.000815,395.242,-1.166,380205,1.103,0.907,dox_sifak,Dox-siFAK,07,0,50
1451,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_51-1.tiff,4.042,80.54,0.0008,325.525,-1.372,313140,1.333,0.75,dox_sifak,Dox-siFAK,07,0,51
1452,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_52-1.tiff,3.022,116.053,0.000814,350.708,-1.967,337365,1.118,0.895,dox_sifak,Dox-siFAK,07,0,52
1453,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_53-1.tiff,2.736,122.85,0.00081,336.128,-1.995,323340,1.191,0.839,dox_sifak,Dox-siFAK,07,0,53
1454,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_54-1.tiff,4.135,64.551,0.000781,266.941,-0.711,256785,1.529,0.654,dox_sifak,Dox-siFAK,07,0,54
1455,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_55-1.tiff,2.863,68.981,0.000816,197.489,-0.933,189975,1.059,0.944,dox_sifak,Dox-siFAK,07,0,55
1456,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_56-1.tiff,2.582,91.057,0.000811,235.131,-1.644,226185,1.174,0.852,dox_sifak,Dox-siFAK,07,0,56
1457,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_6-1.tiff,2.547,48.398,0.000816,123.265,0.503,118575,1.02,0.98,dox_sifak,Dox-siFAK,07,0,6
1458,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_7-1.tiff,4.444,48.614,0.000801,216.045,0.481,207825,1.316,0.76,dox_sifak,Dox-siFAK,07,0,7
1459,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_8-1.tiff,6.568,80.883,0.000816,531.231,-1.383,511020,1.038,0.963,dox_sifak,Dox-siFAK,07,0,8
1460,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_0-roi_9-1.tiff,5.781,75.34,0.000807,435.535,-1.196,418965,1.239,0.807,dox_sifak,Dox-siFAK,07,0,9
1461,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_0-1.tiff,3.691,90.984,0.000805,335.863,-1.643,323085,1.264,0.791,dox_sifak,Dox-siFAK,07,1,0
1462,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_1-1.tiff,2.443,55.991,0.000816,136.784,-0.164,131580,1.064,0.94,dox_sifak,Dox-siFAK,07,1,1
1463,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_10-1.tiff,2.495,110.075,0.000816,274.629,-1.924,264180,1.042,0.96,dox_sifak,Dox-siFAK,07,1,10
1464,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_11-1.tiff,2.965,80.023,0.000799,237.251,-1.356,228225,1.348,0.742,dox_sifak,Dox-siFAK,07,1,11
1465,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_12-1.tiff,2.343,76.591,0.000816,179.463,-1.241,172635,1.065,0.939,dox_sifak,Dox-siFAK,07,1,12
1466,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_13-1.tiff,4.512,92.364,0.000814,416.714,-1.671,400860,1.129,0.886,dox_sifak,Dox-siFAK,07,1,13
1467,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_14-1.tiff,3.864,91.517,0.000816,353.624,-1.654,340170,1.068,0.937,dox_sifak,Dox-siFAK,07,1,14
1468,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_15-1.tiff,3.078,98.262,0.000799,302.462,-1.778,290955,1.34,0.746,dox_sifak,Dox-siFAK,07,1,15
1469,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_16-1.tiff,2.651,81.4,0.000816,215.78,-1.398,207570,1.02,0.98,dox_sifak,Dox-siFAK,07,1,16
1470,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_17-1.tiff,3.774,81.769,0.00081,308.559,-1.409,296820,1.2,0.833,dox_sifak,Dox-siFAK,07,1,17
1471,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_18-1.tiff,3.087,72.465,0.000816,223.732,-1.084,215220,1.019,0.982,dox_sifak,Dox-siFAK,07,1,18
1472,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_19-1.tiff,2.63,81.943,0.00081,215.514,-1.415,207315,1.196,0.836,dox_sifak,Dox-siFAK,07,1,19
1473,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_2-1.tiff,3.678,88.003,0.000816,323.669,-1.575,311355,1.052,0.951,dox_sifak,Dox-siFAK,07,1,2
1474,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_20-1.tiff,3.742,85.142,0.00079,318.633,-1.504,306510,1.44,0.694,dox_sifak,Dox-siFAK,07,1,20
1475,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_21-1.tiff,2.751,77.194,0.000815,212.333,-1.262,204255,1.102,0.907,dox_sifak,Dox-siFAK,07,1,21
1476,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_22-1.tiff,4.257,87.74,0.000816,373.505,-1.569,359295,1.032,0.969,dox_sifak,Dox-siFAK,07,1,22
1477,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_23-1.tiff,4.241,73.688,0.000776,312.536,-1.133,300645,1.569,0.638,dox_sifak,Dox-siFAK,07,1,23
1478,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_24-1.tiff,2.785,63.012,0.000809,175.487,-0.625,168810,1.213,0.825,dox_sifak,Dox-siFAK,07,1,24
1479,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_25-1.tiff,2.487,84.431,0.000813,209.948,-1.485,201960,1.13,0.885,dox_sifak,Dox-siFAK,07,1,25
1480,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_26-1.tiff,2.76,84.904,0.000802,234.336,-1.497,225420,1.311,0.763,dox_sifak,Dox-siFAK,07,1,26
1481,SUM_(11)Dox-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_1-roi_27-1.tiff,2.547,59.847,0.000816,152.424,-0.432,146625,1.02,0.98,dox_sifak,Dox-siFAK,07,1,27
